oid	case_name	date	missing_para	class	pdf_len	pdf_text_head
16266	Frith v. WSI, et al.	2014-05-02	34	SIGNATURE	110	Dale V. Sandstrom Daniel J. Crothers Carol Ronning Kapsner Everett Nels Olson, S.J. Gerald W. VandeW
16267	Tharaldson Ethanol Plant I, LLC, et 	2014-05-06	24	SIGNATURE	106	Dale V. Sandstrom Daniel J. Crothers Carol Ronning Kapsner Todd L. Cresap, D.J. Gerald W. VandeWalle
16269	State ex rel. Storbakken v. Scott's 	2014-05-12	29	SIGNATURE	117	Daniel J. Crothers Dale V. Sandstrom Ronald E. Goodman, S.J. John C. McClintock, Jr., D.J. Gerald W.
16271	State v. Roe	2014-05-28	3	SUBSTANTIVE	870	At the hearing, Shannon Hilfer, a forensic interviewer at the Dakota Children’s Advocacy Center, tes
16271	State v. Roe	2014-05-28	4	SUBSTANTIVE	774	At trial, the two alleged minor victims did testify. N.V. testified she was nine years old and was a
16271	State v. Roe	2014-05-28	5	SUBSTANTIVE	920	K.V. also testified. K.V. testified she was eleven years old. She testified that, at one time, she l
16271	State v. Roe	2014-05-28	6	SUBSTANTIVE	1425	Shannon Hilfer, of the Dakota Children’s Advocacy Center, also testified. Hilfer testified she condu
16271	State v. Roe	2014-05-28	7	SUBSTANTIVE	736	At the close of the State’s case, Roe moved for a judgment of acquittal pursuant to N.D.R.Crim.P. 29
16271	State v. Roe	2014-05-28	23	SUBSTANTIVE	549	Viewing the evidence in the light most favorable to the verdict, a rational jury could find the defe
16271	State v. Roe	2014-05-28	24	SUBSTANTIVE	429	Roe argues the prosecutor’s closing argument improperly incorporated his personal beliefs by vouchin
16271	State v. Roe	2014-05-28	25	SUBSTANTIVE	989	On appeal, Roe contends the prosecutor directly commented on the truth and veracity of the State’s w
16271	State v. Roe	2014-05-28	26	SUBSTANTIVE	938	“A prosecutor’s closing argument may properly draw reasonable conclusions and argue permissible infe
16271	State v. Roe	2014-05-28	27	SUBSTANTIVE	935	Upon our review of the closing statements, we conclude the prosecutor’s statements do not constitute
16278	Disciplinary Board v. Howe	2014-05-29	5	SIGNATURE	85	Gerald W. VandeWalle, C.J. Lisa Fair McEvers Carol Ronning Kapsner Dale V. Sandstrom
16279	Disciplinary Board v. Lawler (Consol	2014-06-02	3	SUBSTANTIVE	225	This matter involves 10 formal disciplinary proceedings against Lawler, File Nos. 5392-SE-1207, 5407
16279	Disciplinary Board v. Lawler (Consol	2014-06-02	4	SUBSTANTIVE	439	Lawler admitted to the following facts with regard to these 10 matters. Lawler practiced law primari
16279	Disciplinary Board v. Lawler (Consol	2014-06-02	5	SUBSTANTIVE	1553	A professional trustee was appointed under N.D.R. Lawyer Discipl. 6.4 following Lawler’s interim sus
16279	Disciplinary Board v. Lawler (Consol	2014-06-02	6	SUBSTANTIVE	386	From July 2011 to July 2012, Lawler failed to complete work for which she was retained for the above
16279	Disciplinary Board v. Lawler (Consol	2014-06-02	7	SUBSTANTIVE	342	In File No. 5450-SE-1211, Lawler was appointed as personal representative for her father’s estate an
16282	Herrman v. N.D. Dep't of Transportat	2014-06-24	13	SUBSTANTIVE	928	Herrman argues he was denied his statutory right to consult with an attorney before deciding whether
16282	Herrman v. N.D. Dep't of Transportat	2014-06-24	14	SUBSTANTIVE	1057	“Whether a person has been afforded a reasonable opportunity to consult with an attorney is a mixed 
16282	Herrman v. N.D. Dep't of Transportat	2014-06-24	15	SUBSTANTIVE	1409	The Department hearing officer found Herrman was provided a telephone and phone book to contact his 
16282	Herrman v. N.D. Dep't of Transportat	2014-06-24	16	SUBSTANTIVE	472	Police had sufficient probable cause to arrest Herrman without considering his onsite screening test
16282	Herrman v. N.D. Dep't of Transportat	2014-06-24	17	SIGNATURE	106	Daniel J. Crothers Lisa Fair McEvers Carol Ronning Kapsner Dale V. Sandstrom Gerald W. VandeWalle, C
16287	State v. Rogers	2014-06-24	31	SIGNATURE	104	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Dale V. Sandstrom Daniel J. Crothers Gail Hagerty, 
16295	Matter of Emelia Hirsch Trust	2014-06-26	17	SIGNATURE	117	Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers Everett Nels Olson, S.J. 4 Gerald W. Vand
16296	State v. Cook	2014-06-27	8	SIGNATURE	106	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Benny A. Graff, S.J. Gerald W. VandeWalle
16309	Frank v. N.D. Dep't of Transportatio	2014-07-17	14	SIGNATURE	110	Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers William A. Neumann, S.J. Gerald W. VandeW
16348	Western Horizons Living Centers v. F	2014-09-02	21	SIGNATURE	106	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Daniel J. Crothers Lisa Fair McEvers Ronald E. Goodman,
16349	Disciplinary Board v. Meidinger	2014-09-18	13	SUBSTANTIVE	109	IT IS FURTHER ORDERED, that Meidinger must comply with N.D.R. Lawyer Discipl. 6.3 regarding notice.
16349	Disciplinary Board v. Meidinger	2014-09-18	14	SUBSTANTIVE	96	IT IS FURTHER ORDERED, that reinstatement is governed by N.D.R. Lawyer Discipl. 4.5(B).
16349	Disciplinary Board v. Meidinger	2014-09-18	15	SIGNATURE	86	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Daniel J. Crothers
16349	Disciplinary Board v. Meidinger	2014-09-18	16	SUBSTANTIVE	93	The Honorable Lisa Fair McEvers, being disqualified, did not participate in this decision. 3
16349	Disciplinary Board v. Meidinger	2014-09-18	17	PDF_LACKS_MARKER		
16351	Golden Eye Resources, LLC v. Ganske,	2014-09-23	13	SUBSTANTIVE	1905	The district court, in its summary judgment order dismissing the Borgens’ fraudulent inducement clai
16351	Golden Eye Resources, LLC v. Ganske,	2014-09-23	14	SUBSTANTIVE	252	The Borgens contend these statements constituted actual fraud under N.D.C.C. § 9-03-08, and they wer
16351	Golden Eye Resources, LLC v. Ganske,	2014-09-23	15	SUBSTANTIVE	471	The district court concluded that those misrepresentations indicating Golden Eye intended to drill a
16351	Golden Eye Resources, LLC v. Ganske,	2014-09-23	16	SUBSTANTIVE	527	The decision to admit parol evidence is a question of law, fully reviewable on appeal. E.g., Finstad
16351	Golden Eye Resources, LLC v. Ganske,	2014-09-23	17	SUBSTANTIVE	2329	The parol evidence rule is a rule of substantive law, and parol evidence generally cannot be used to
16353	Rasnic v. ConocoPhillips Co., et al.	2014-09-26	19	SIGNATURE	99	Dale V. Sandstrom Daniel J. Crothers Lisa Fair McEvers Gary H. Lee, D.J. Gerald W. VandeWalle, C.J.
16355	Matter of Carter  (CONFIDENTIAL)	2014-10-02	6	SIGNATURE	86	Gerald W. VandeWalle, C.J. Lisa Fair McEvers Daniel J. Crothers Carol Ronning Kapsner
16389	Grossman v. Lerud	2014-12-18	3	SUBSTANTIVE	1056	The State sought imputation of Lerud’s income under N.D. Admin. Code § 75- 02-04.1-07(2)(a) based on
16389	Grossman v. Lerud	2014-12-18	4	SUBSTANTIVE	559	The judicial referee granted the State’s motion and imputed Lerud’s income based on a North Dakota s
16389	Grossman v. Lerud	2014-12-18	5	SUBSTANTIVE	236	Lerud argues the district court erred in finding that the North Dakota child support guidelines requ
16389	Grossman v. Lerud	2014-12-18	6	SUBSTANTIVE	596	“Child support determinations involve questions of law which are subject to the de novo standard of 
16389	Grossman v. Lerud	2014-12-18	7	SUBSTANTIVE	1453	Lerud does not dispute he is underemployed based on the North Dakota child support guidelines. Rathe
16390	Sorum v. Dalrymple, et al.	2014-12-18	18	SIGNATURE	97	Dale V. Sandstrom, Acting C.J. Daniel J. Crothers Lisa Fair McEvers Carol Ronning Kapsner - 5 -
16384	Chornuk, et al. v. Nelson, et al. (c	2014-12-22	24	SIGNATURE	111	Daniel J. Crothers Lisa Fair McEvers Dale V. Sandstrom Gerald W. VandeWalle, C.J. Allan L. Schmalenb
16398	State v. Galvez	2015-01-15	23	SIGNATURE	106	Dale V. Sandstrom Daniel J. Crothers Lisa Fair McEvers Carol Ronning Kapsner Gerald W. VandeWalle, C
16398	State v. Galvez	2015-01-15	24	PDF_LACKS_MARKER		
16398	State v. Galvez	2015-01-15	25	PDF_LACKS_MARKER		
16398	State v. Galvez	2015-01-15	26	PDF_LACKS_MARKER		
16398	State v. Galvez	2015-01-15	27	PDF_LACKS_MARKER		
16401	Law v. Whittet, et al. (cross-refere	2015-01-22	14	SIGNATURE	108	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Paul W. Jacobson, D.J. Gerald W. VandeWal
16405	Nandan, LLP, et al. v. City of Fargo	2015-02-12	13	SUBSTANTIVE	460	In granting Fargo’s motion to dismiss, the district court concluded Border States was not entitled t
16405	Nandan, LLP, et al. v. City of Fargo	2015-02-12	14	SUBSTANTIVE	457	Interpretation of a statute is a question of law, fully reviewable on appeal. Hale v. Ward Cnty., 20
16405	Nandan, LLP, et al. v. City of Fargo	2015-02-12	15	SUBSTANTIVE	828	Chapter 40-22, N.D.C.C., allows a municipality to create improvement districts and pay for improveme
16405	Nandan, LLP, et al. v. City of Fargo	2015-02-12	16	SUBSTANTIVE	1812	Section 40-22-06, N.D.C.C., deals with a municipality’s agreements with other entities for certain i
16405	Nandan, LLP, et al. v. City of Fargo	2015-02-12	17	SUBSTANTIVE	514	Border States argues the phrase “or any combination thereof” as used in the statute is meant to be i
16412	Peltier v. State	2015-02-12	13	SUBSTANTIVE	168	Peltier argues the district court erred in denying his petition because the trial court failed to en
16412	Peltier v. State	2015-02-12	14	SUBSTANTIVE	326	“A guilty plea must be entered knowingly, intelligently, and voluntarily to be valid.” State v. Blur
16412	Peltier v. State	2015-02-12	15	SUBSTANTIVE	456	At the time of Peltier’s sentencing, N.D.R.Crim.P. 11(c) (1993)1 stated, in pertinent part: “The cou
16412	Peltier v. State	2015-02-12	16	SUBSTANTIVE	811	The trial court did not specifically address Peltier personally regarding the voluntariness of his p
16412	Peltier v. State	2015-02-12	17	SUBSTANTIVE	751	“The trial court advisement required by Rule 11(b), N.D.R.Crim.P. is mandatory.” Davenport v. State,
16419	Royal Jewelers, Inc., et al. v. Ligh	2015-02-20	13	SUBSTANTIVE	718	Sherri Light argues the district court erred in determining the Lights did not detrimentally rely on
16419	Royal Jewelers, Inc., et al. v. Ligh	2015-02-20	14	SUBSTANTIVE	1029	In Blocker Drilling Canada, Ltd. v. Conrad, 354 N.W.2d 912, 920 (N.D. 1984), this Court described th
16419	Royal Jewelers, Inc., et al. v. Ligh	2015-02-20	15	SUBSTANTIVE	295	This Court repeatedly has recognized estoppel is generally a question of fact. Erickson v. Brown, 20
16419	Royal Jewelers, Inc., et al. v. Ligh	2015-02-20	16	SUBSTANTIVE	1657	Here, the district court described the circumstances of Royal Jewelers’ inaccurate monthly statement
16419	Royal Jewelers, Inc., et al. v. Ligh	2015-02-20	17	SUBSTANTIVE	675	Sherri Light claims the district court erred in determining GRB Financial had a valid and enforceabl
16419	Royal Jewelers, Inc., et al. v. Ligh	2015-02-20	23	SIGNATURE	102	Daniel J. Crothers Lisa Fair McEvers Dale V. Sandstrom Todd L. Cresap, D.J. Gerald W. VandeWalle, C.
16441	State v. Owens (consolidated w/20140	2015-03-24	13	SUBSTANTIVE	613	We review a district court’s decision regarding claimed discovery violations under the abuse-of-disc
16441	State v. Owens (consolidated w/20140	2015-03-24	14	SUBSTANTIVE	1244	Rule 16(a)(1)(D), N.D.R.Crim.P., requires disclosure of information or documents that are in the Sta
16441	State v. Owens (consolidated w/20140	2015-03-24	15	SUBSTANTIVE	77	Owens argues the evidence was insufficient to support his convictions. IV 5
16441	State v. Owens (consolidated w/20140	2015-03-24	16	SUBSTANTIVE	1058	In State v. Ostby, 2014 ND 180, ¶ 20, 853 N.W.2d 556 (quoting State v. Coppage, 2008 ND 134, ¶ 24, 7
16441	State v. Owens (consolidated w/20140	2015-03-24	17	SUBSTANTIVE	814	There was testimony during the trial of Owens supplying drugs to individuals for sale and offering a
16442	Eggers v. Eggers	2015-03-24	3	SUBSTANTIVE	312	From 1998 until 2013, Timothy Eggers worked for Dakota Central Telecommunications installing phone, 
16442	Eggers v. Eggers	2015-03-24	4	SUBSTANTIVE	919	In 2009, both parties agreed to allow Kimberly Eggers to relocate their children from North Dakota t
16442	Eggers v. Eggers	2015-03-24	5	SUBSTANTIVE	601	The district court awarded Kimberly Eggers primary residential responsibility of the children, order
16442	Eggers v. Eggers	2015-03-24	6	SUBSTANTIVE	714	Timothy Eggers argues the district court erred in misinterpreting N.D.C.C. § 14-09-07 by determining
16442	Eggers v. Eggers	2015-03-24	7	SUBSTANTIVE	714	Statutory interpretation is a fully reviewable question of law, and our primary objective is to asce
16456	Service Oil, Inc., et al. v. Gjestva	2015-03-30	23	SUBSTANTIVE	1165	A claim for conversion requires proof of “a tortious detention or destruction of personal property, 
16456	Service Oil, Inc., et al. v. Gjestva	2015-03-30	24	SUBSTANTIVE	530	Here, the district court rejected Service Oil’s claim that Gjestvang converted gloves owned by Servi
16456	Service Oil, Inc., et al. v. Gjestva	2015-03-30	25	SUBSTANTIVE	1029	Service Oil argues the district court plainly was “mistaken” in finding Gjestvang owned the gloves h
16456	Service Oil, Inc., et al. v. Gjestva	2015-03-30	26	SUBSTANTIVE	829	In essence, the district court found the gloves recovered from the garbage were lawfully purchased b
16456	Service Oil, Inc., et al. v. Gjestva	2015-03-30	27	SUBSTANTIVE	279	Evidence supports the district court’s finding that Gjestvang owned the gloves thrown into a garbage
16457	Pegg v. Kohn, et al.	2015-04-02	15	SIGNATURE	104	Daniel J. Crothers Lisa Fair McEvers Dale V. Sandstrom Robin A. Schmidt, D.J. Gerald W. VandeWalle, 
16464	State of North Dakota v. Randy Holke	2015-04-28	14	SUBSTANTIVE	114	Daniel J. Crothers Lisa Fair McEvers Carol Ronning Kapsner I concur in the result. Dale V. Sandstrom
16476	Estate of Johnson	2015-05-01	24	SIGNATURE	106	Daniel J. Crothers Dale V. Sandstrom Carol Ronning Kapsner Benny A. Graff, S.J. Gerald W. VandeWalle
16477	Disciplinary Board v. Carpenter	2015-05-01	23	SIGNATURE	108	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers William F. Hod
16483	Carlson, et al. v. GMR Transportatio	2015-05-27	3	SUBSTANTIVE	1467	In the meantime, Merwin Carlson commenced a federal court action against GMR, its owners, and its ou
16483	Carlson, et al. v. GMR Transportatio	2015-05-27	4	SUBSTANTIVE	620	In Carlson v. Workforce Safety & Ins., 2009 ND 87, ¶¶ 34-35, 765 N.W.2d 691 (“Carlson I”), this Cour
16483	Carlson, et al. v. GMR Transportatio	2015-05-27	5	SUBSTANTIVE	1165	On remand, WSI issued an order concluding it had continuing jurisdiction to review an award of benef
16483	Carlson, et al. v. GMR Transportatio	2015-05-27	6	SUBSTANTIVE	1297	On February 14, 2013, Merwin and Denise Carlson commenced this action against GMR alleging it was li
16483	Carlson, et al. v. GMR Transportatio	2015-05-27	7	SUBSTANTIVE	120	The Carlsons argue the district court erred in granting summary judgment dismissing their action aga
16491	Funke, et al. v. Aggregate Construct	2015-05-27	3	SUBSTANTIVE	677	In August 2011, the Funkes’ attorney sent Aggregate a letter stating the leases were terminated effe
16491	Funke, et al. v. Aggregate Construct	2015-05-27	4	SUBSTANTIVE	1092	Aggregate answered, denying the leases had been terminated. Aggregate also counterclaimed, seeking t
16491	Funke, et al. v. Aggregate Construct	2015-05-27	5	SUBSTANTIVE	596	In February 2013, the Funkes moved for appointment of a special master to determine rent and also mo
16491	Funke, et al. v. Aggregate Construct	2015-05-27	6	SUBSTANTIVE	561	In December 2013, the district court granted the Funkes summary judgment, declaring the lease on the
16491	Funke, et al. v. Aggregate Construct	2015-05-27	7	SUBSTANTIVE	70	We initially address the Funkes’ motion to dismiss Aggregate’s appeal.
16491	Funke, et al. v. Aggregate Construct	2015-05-27	23	SUBSTANTIVE	991	Our standard of review of a district court’s decision granting summary judgment under N.D.R.Civ.P. 5
16501	Peterbilt of Fargo, Inc. v. Red Rive	2015-06-01	23	SUBSTANTIVE	421	Red River Trucking argues there was insufficient evidence to show it failed to mitigate its damages.
16501	Peterbilt of Fargo, Inc. v. Red Rive	2015-06-01	24	SUBSTANTIVE	1499	The district court decided Peterbilt breached the repair contract when the repairs on the truck were
16501	Peterbilt of Fargo, Inc. v. Red Rive	2015-06-01	25	SUBSTANTIVE	2097	The district court explicitly found Peterbilt breached the repair contract when the repairs to the t
16501	Peterbilt of Fargo, Inc. v. Red Rive	2015-06-01	26	SUBSTANTIVE	786	Because we conclude the district court did not clearly err in determining Red River Trucking failed 
16501	Peterbilt of Fargo, Inc. v. Red Rive	2015-06-01	27	SUBSTANTIVE	217	Red River Trucking argues the district court erroneously calculated its lost profits by using a sing
16501	Peterbilt of Fargo, Inc. v. Red Rive	2015-06-01	32	SIGNATURE	99	Dale V. Sandstrom Daniel J. Crothers Lisa Fair McEvers Gary H. Lee, D.J. Gerald W. VandeWalle, C.J.
16502	Golberg v. N.D. Dep't of Transportat	2015-06-01	4	SIGNATURE	108	Lisa Fair McEvers Daniel J. Crothers 1 Carol Ronning Kapsner Gary H. Lee, D.J. Gerald W. VandeWalle,
16503	Chambering of Four New District Judg	2015-06-02	31	SUBSTANTIVE	221	IT IS FURTHER ORDERED, the fourth new judgeship be designated Judgeship No. 4 in the Southwest Judic
16516	In the Matter of the Application for	2015-06-16	14	SIGNATURE	81	Daniel J. Crothers Lisa Fair McEvers Gerald W. VandeWalle, C.J. Dale V. Sandstrom
16517	Brooks v. Brooks	2015-06-18	15	SIGNATURE	112	Carol Ronning Kapsner Lisa Fair McEvers 4 Daniel J. Crothers Daniel D. Narum, D.J. Gerald W. VandeWa
16532	Dockter, et al. v. Burleigh County B	2015-07-02	22	SIGNATURE	116	Gerald W. VandeWalle, C.J. Dale V. Sandstrom VI 9 Daniel J. Crothers Lisa Fair McEvers William A. Ne
16533	In the Matter of the Application for	2015-07-02	15	SIGNATURE	82	Gerald W. VandeWalle, C.J. Daniel J. Crothers Dale V. Sandstrom Lisa Fair McEvers
16534	Kroschel v. Levi	2015-07-07	38	SIGNATURE	104	Daniel J. Crothers Lisa Fair McEvers Dale V. Sandstrom William F. Hodny, S.J. Gerald W. VandeWalle, 
16543	State v. Kardor	2015-08-06	3	SUBSTANTIVE	519	After obtaining a search warrant, the officers searched Kardor’s residence and found a duffle bag co
16547	State v. Clark	2015-08-13	16	SIGNATURE	102	Lisa Fair McEvers Dale V. Sandstrom Daniel J. Crothers Benny A. Graff, S.J. Gerald W. VandeWalle, C.
16548	Johnson, et al. v. Shield, et al.	2015-08-13	3	SUBSTANTIVE	509	that Johnson was the owner of 100 percent of the minerals located in the tract of land conveyed by t
16548	Johnson, et al. v. Shield, et al.	2015-08-13	4	SUBSTANTIVE	226	The district court had jurisdiction under N.D. Const. art. VI, § 8, and N.D.C.C. § 27-05-06. Johnson
16548	Johnson, et al. v. Shield, et al.	2015-08-13	5	SUBSTANTIVE	277	Johnson argues the district court erred as a matter of law in interpreting the warranty deed to rese
16548	Johnson, et al. v. Shield, et al.	2015-08-13	6	SUBSTANTIVE	1319	The standard for reviewing summary judgments is well established: Summary judgment is a procedural d
16548	Johnson, et al. v. Shield, et al.	2015-08-13	7	SUBSTANTIVE	1023	Resolution of the issue in this case requires interpretation of the 1942 warranty deed. We interpret
16550	Gray v. Berg	2015-08-24	3	SUBSTANTIVE	453	The following day, Berg entered Gray’s property again with the company of his son and Cole Giese in 
16550	Gray v. Berg	2015-08-24	4	SUBSTANTIVE	511	Berg contacted the North Dakota Game and Fish Department for assistance in entering onto the propert
16550	Gray v. Berg	2015-08-24	5	SUBSTANTIVE	379	Gray filed a complaint alleging Berg entered upon his legally posted property for the purpose of hun
16550	Gray v. Berg	2015-08-24	6	SUBSTANTIVE	390	Prior to trial, Gray filed a demand for a change of judge, alleging that Judge Gail Hagerty was bias
16550	Gray v. Berg	2015-08-24	7	SUBSTANTIVE	606	At the bench trial, Berg moved for a directed verdict. The district court granted the motion finding
16550	Gray v. Berg	2015-08-24	12	SIGNATURE	108	Gerald W. VandeWalle, C.J. Daniel J. Crothers Carol Ronning Kapsner Lisa Fair McEvers Daniel D. Naru
16566	Matter of J.G. (CONFIDENTIAL)(cross-	2015-08-25	17	SUBSTANTIVE	138	Gerald W. VandeWalle, C.J. Daniel J. Crothers Lisa Fair McEvers I concur in the result. Dale V. Sand
16570	State v. New Holland	2015-08-31	29	SIGNATURE	104	Dale V. Sandstrom Daniel J. Crothers Lisa Fair McEvers William F. Hodny, S.J. Gerald W. VandeWalle, 
16597	Interest of M.R., a Child (CONFIDENT	2015-09-17	3	SUBSTANTIVE	604	In an interim order, the juvenile court noted ICWA may apply because G.L. was a member of the Spirit
16597	Interest of M.R., a Child (CONFIDENT	2015-09-17	4	SUBSTANTIVE	641	At the hearing on termination of parental rights, G.L.’s counsel was present, but G.L. failed to app
16597	Interest of M.R., a Child (CONFIDENT	2015-09-17	5	SUBSTANTIVE	1060	During the hearing, a social worker testified G.L. had signed an acknowledgment of paternity and tha
16597	Interest of M.R., a Child (CONFIDENT	2015-09-17	6	SUBSTANTIVE	1349	G.L. argues the juvenile court erred when it declared him in default and that it did not afford him 
16597	Interest of M.R., a Child (CONFIDENT	2015-09-17	7	SUBSTANTIVE	902	G.L. argues the juvenile court erred when it declared him in default. Under N.D.R.Juv.P. 10(a)(3): E
16604	Olson v. Levi	2015-10-13	3	SUBSTANTIVE	1346	The Report and Notice form completed by Officer LeClair listed the date of the occurrence and the “T
16604	Olson v. Levi	2015-10-13	4	SUBSTANTIVE	573	Olson requested an administrative hearing to contest the Department’s intention to suspend her drivi
16604	Olson v. Levi	2015-10-13	5	SUBSTANTIVE	71	Olson argues the Department erred in suspending her driving privileges.
16604	Olson v. Levi	2015-10-13	6	SUBSTANTIVE	2095	In Kroschel v. Levi, 2015 ND 185, ¶ 6, 866 N.W.2d 109, we explained: “We review an administrative re
16604	Olson v. Levi	2015-10-13	7	SUBSTANTIVE	341	Olson argues the Department lacked authority to suspend her driving privileges because the Report an
16606	Leno v. N.D. Dep't of Transportation	2015-10-19	18	SIGNATURE	109	Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers Thomas E. Merrick, D.J. Gerald W. VandeWa
16611	State v. Walker	2015-12-01	19	SUBSTANTIVE	119	Gerald W. VandeWalle, C.J. Dale V. Sandstrom I concur in the result. Lisa Fair McEvers Kapsner, Just
16615	Yahna v. Altru Health System	2015-12-01	5	SUBSTANTIVE	1151	The district court granted Altru’s motion for summary judgment, concluding there were no disputed is
16620	State v. Asbach	2015-12-01	3	SUBSTANTIVE	1386	After briefly speaking with Asbach and Walker, Bohn testified he returned to his vehicle and checked
16620	State v. Asbach	2015-12-01	4	SUBSTANTIVE	677	Bohn testified he is a certified drug recognition expert for the Bismarck Police Department and has 
16620	State v. Asbach	2015-12-01	5	SUBSTANTIVE	1112	Bohn searched the vehicle while Asbach and Walker stood with the backup officer. After searching the
16620	State v. Asbach	2015-12-01	6	SUBSTANTIVE	906	Asbach was charged with possession of marijuana with intent to deliver and possession of tetrahydroc
16620	State v. Asbach	2015-12-01	7	SUBSTANTIVE	242	The district court had jurisdiction under N.D. Const. art. VI, § 8, and N.D.C.C. § 27-05-06. Asbach’
16620	State v. Asbach	2015-12-01	23	SUBSTANTIVE	123	Dale V. Sandstrom Gerald W. VandeWalle, C.J. I concur in the result. Lisa Fair McEvers 7 Kapsner, Ju
16623	Blume Construction, Inc. v. State	2015-12-07	38	SIGNATURE	54	Lisa Fair McEvers Daniel J. Crothers Dale V. Sandstrom
16625	Fleck, et al. v. Missouri River Roya	2015-12-07	24	SIGNATURE	114	Daniel J. Crothers Lisa Fair McEvers Dale V. Sandstrom, Acting C.J. Benny A. Graff, S.J. Mary Muehle
16642	State v. 1998 Jeep Grand Cherokee, e	2016-01-14	10	SUBSTANTIVE	117	Matuska argues N.D.C.C. § 19-03.1-36(1)(e) does not support the district court’s forfeiture of the c
16644	Ritter v. Ritter	2016-01-14	16	SIGNATURE	103	Daniel J. Crothers Lisa Fair McEvers Stacy J. Louser, D.J. Dale V. Sandstrom Gerald W. VandeWalle, C
16649	Palmer v. 999 Quebec, Inc., et al.	2016-01-14	23	SIGNATURE	106	Daniel J. Crothers Stacy Joan Louser, D.J. Lisa Fair McEvers Dale V. Sandstrom Gerald W. VandeWalle,
16650	Estate of Glasoe, et al. v. Williams	2016-01-19	21	SIGNATURE	110	Dale V. Sandstrom Carol Ronning Kapsner Lisa Fair McEvers William A. Neumann, S.J. Gerald W. VandeWa
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	3	SUBSTANTIVE	461	Titan sued Patterson, alleging Patterson failed to pay $164,958.71 for delinquent lease payments and
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	4	SUBSTANTIVE	1314	After a bench trial, the district court found Patterson owed Titan $73,852.31 for delinquent lease p
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	5	SUBSTANTIVE	551	Patterson argues the district court erred by admitting, under N.D.R.Ev. 1006, an exhibit summarizing
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	6	SUBSTANTIVE	389	Titan initially argues Patterson waived its argument on the admissibility of the debt summary becaus
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	7	SUBSTANTIVE	578	Patterson’s post-judgment motion was for amended findings, additional findings and for an amended ju
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	13	SUBSTANTIVE	2016	Evidence establishes Titan’s invoices to Patterson were kept in the ordinary course of business and 
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	14	SUBSTANTIVE	964	Patterson argues the district court erred in applying the law for finance charges on its debt to Tit
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	15	SUBSTANTIVE	1752	This Court has recognized N.D.C.C. §§ 13-01-14 and 13-01-15 apply to finance charges on accounts rec
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	16	SUBSTANTIVE	1046	In Royal Jewelers, Inc. v. Kopp, 365 N.W.2d 525, 527 (N.D. 1985), a debtor argued N.D.C.C.§ 13-01-14
16651	Titan Machinery, Inc. v. Patterson E	2016-01-21	17	SUBSTANTIVE	1269	The determination of damages caused by a breach of contract is a question of fact subject to the cle
16655	Dieterle v. Dieterle n/k/a Hansen (c	2016-02-18	2	SUBSTANTIVE	585	In Dieterle v. Dieterle, 2013 ND 71, ¶¶ 1, 39, 830 N.W.2d 571, we affirmed a judgment granting Shann
16668	Williston Education Association v. W	2016-02-18	18	SIGNATURE	110	Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers William A. Neumann, S.J. Gerald W. VandeW
16683	Welch Construction & Excavating, LLC	2016-03-18	8	SUBSTANTIVE	1114	Here, the parties’ written contract consisted of Welch Construction’s estimate, dated October 22, 20
16684	Rath v. Rath	2016-03-28	15	SIGNATURE	104	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Daniel J. Crothers Lisa Fair McEvers Joel D. Medd, 
16699	Valentina Williston, LLC v. Gadeco, 	2016-04-21	15	SUBSTANTIVE	409	Valentina Williston does not allege the lease was modified by an executed oral agreement. Rather, Va
16708	State of North Dakota v. Taylor Wilk	2016-05-26	29	SIGNATURE	85	Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers Gerald W. VandeWalle, C.J.
16717	Holkesvig v. VandeWalle, et al.	2016-06-02	24	SIGNATURE	114	Lisa Fair McEvers Daniel J. Crothers Carol Ronning Kapsner Gary H. Lee, Dist. Judge Dale V. Sandstro
16718	Rath v. Rath (cross ref w/ 20130025,	2016-06-02	15	SIGNATURE	110	Carol Ronning Kapsner Lisa Fair McEvers Daniel J. Crothers Gary H. Lee, Dist. Judge Gerald W. VandeW
