citing_oid	citing_date	class	bad_cite	good_cite	pdf_verdict	context
20251	2025-02-13	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	rors, the result of the proceeding would have been different.” Brewer v. State, 2019 ND 69, ¶ 5, 924
20273	2025-03-28	ND_DIGIT_FLIP	2021 ND 239	2021 ND 233	PDF_HAS_BAD	a criminal complaint under an abuse of discretion standard. State v. Carrillo, 2021 ND 239, ¶ 13, 96
20293	2025-04-24	ND_DIGIT_FLIP	2021 ND 239	2021 ND 233	PDF_HAS_BAD	r indictment and is therefore appealable under the statute.” State v. Carrillo, 2021 ND 239, ¶ 12, 9
20112	2025-07-17	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	c. v. Fisher, 102 F.4th 918, 923 (8th Cir. 2024); Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 21, 8
20118	2025-07-31	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	mpetent and the probable different result.’” Id. ¶ 13 (quoting Brewer v. State, 2019 ND 69, ¶ 9, 924
20135	2025-09-25	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	rors, the result of the proceeding would have been different.” Brewer v. State, 2019 ND 69, ¶ 5, 924
20172	2025-11-05	ND_DIGIT_FLIP	2023 ND 57	2023 ND 59	PDF_HAS_BAD	her there was a closure implicating the public trial right.” [State v.] Linner, 2023 ND 57, ¶ 7, 988
20175	2025-11-05	ND_DIGIT_FLIP	2019 ND 69	2019 ND 59	PDF_HAS_BAD	istrict court relied in large part on this Court’s decision in Brewer v. State, 2019 ND 69, 924 N.W.
20177	2025-11-05	ND_DIGIT_FLIP	2009 ND 3	2009 ND 6	PDF_HAS_BAD	nt with or consecutive to another felony sentence.” (quoting State v. Huffling, 2009 ND 3, ¶ 3, 763 
20178	2025-11-05	ND_DIGIT_FLIP	2009 ND 3	2009 ND 6	PDF_HAS_BAD	and issue consecutive terms of imprisonment for felonies, see State v. Huffing, 2009 ND 3, ¶ 3, 763 
20190	2025-12-04	ND_DIGIT_FLIP	2018 ND 78	2018 ND 73	PDF_HAS_BAD	searches and seizures.” Gothberg, 2024 ND 217, ¶ 11 (quoting State v. Terrill, 2018 ND 78, ¶ 7, 908 
20193	2025-12-04	NW_DIGIT_FLIP	931 N.W.2d 233	931 N.W.2d 223	PDF_HAS_BAD	on the record for this Court to understand its determination. Caster v. State, 2019 ND 187, ¶ 6, 931
20206	2025-12-18	NW_DIGIT_FLIP	891 N.W.2d 753	891 N.W.2d 750	PDF_HAS_BAD	g party commences the time for filing the notice of appeal.” Estate of Vendsel, 2017 ND 71, ¶ 6, 891
20219	2025-12-31	NW_DIGIT_FLIP	972 N.W.2d 419	973 N.W.2d 419	PDF_HAS_BAD	Court believes a mistake has been made. Trenton Indian Housing Auth. v. Poitra, 2022 ND 87, ¶ 6, 972
20315	2026-01-29	ND_DIGIT_FLIP	2018 ND 78	2018 ND 73	PDF_HAS_BAD	State v. Gothberg, 2024 ND 217, ¶ 11, 14 N.W.3d 578 (quoting State v. Terrill, 2018 ND 78, ¶ 7, 908 
20330	2026-02-05	ND_DIGIT_FLIP	2017 ND 169	2017 ND 164	PDF_HAS_BAD	must be sought from the language of the statute.” Mosser v. Denbury Res., Inc., 2017 ND 169, ¶ 13, 8
20358	2026-02-19	ND_DIGIT_FLIP	2019 ND 5	2019 ND 2	PDF_HAS_BAD	iv.P., is the exclusive means for opening a default judgment. Lunde v. Paulson, 2019 ND 5, ¶ 2, 921 
20403	2026-04-22	ND_DIGIT_FLIP	2022 ND 233	2022 ND 232	PDF_HAS_BAD	rail Energy, LLC, 2024 ND 44, ¶ 9, 4 N.W.3d 203 (quoting Shafer v. Scarborough, 2022 ND 233, ¶ 21, 9
20508	2026-05-22	ND_DIGIT_FLIP	2021 ND 126	2021 ND 122	PDF_HAS_BAD	ating the law to make an investigative stop. Hussiene v. N.D. Dep’t of Transp., 2021 ND 126, ¶ 8, 96
